Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
18,"B Lin, G Cecchi, D Bouneffouf, J Reinen…","A story of two streams: Reinforcement learning models from human behavior and neuropsychiatry",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1906.11286","https://scholar.google.com/scholar?cites=2749215496770784712&as_sdt=2005&sciodt=0,5&hl=en",86,"2021-02-23 14:50:47","","","","",,,,,18,9.00,4,5,2,"… after long-term drug exposure, the work by [7] proposes a computational model for cocaine … By utilizing average reward temporal difference reinforcement learning, this work incorporates the el- evation of … In the study by [16], a simple heuristic model is developed to simulate …"
29,"A Radulescu, Y Niv, I Ballard","Holistic reinforcement learning: the role of structure and attention",2019,"Trends in cognitive sciences","Elsevier","https://www.sciencedirect.com/science/article/pii/S1364661319300361?casa_token=zPIf5iaspxcAAAAA:JGbaTaogqy1e9PTFwPOCTAFIjAuRnRsPJyCINkgUl8RWwXuXm-bFyDta16tUXhBqseNfvjVwgQ","https://scholar.google.com/scholar?cites=8139968797891480340&as_sdt=2005&sciodt=0,5&hl=en",87,"2021-02-23 14:50:47","HTML","","","",,,,,29,14.50,10,3,2,"… We propose an integration of these computational approaches in which structured knowledge learned … Two prominent theories suggest different targets for attention in reinforcement learning. The Mackintosh model proposes that attention tracks stimulus features that are most …"
107,"HW Chase, P Kumar, SB Eickhoff…","Reinforcement learning models and their neural correlates: An activation likelihood estimation meta-analysis",2015,"Cognitive, affective, & …","Springer","https://link.springer.com/article/10.3758/s13415-015-0338-7","https://scholar.google.com/scholar?cites=10035671548738178870&as_sdt=2005&sciodt=0,5&hl=en",88,"2021-02-23 14:50:47","HTML","","","",,,,,107,17.83,27,4,6,"… in neurological and psychological disorders, including Parkinson's disease (MJ Frank, 2005), depression (Kumar et al … of the prediction error and expected value constructs derived from reinforcement learning models. The Rescorla–Wagner model of Pavlovian conditioning …"
11,"S Zorowitz, I Momennejad, ND Daw","Anxiety, avoidance, and sequential evaluation",2020,"Computational Psychiatry","MIT Press","https://www.mitpressjournals.org/doi/abs/10.1162/cpsy_a_00026","https://scholar.google.com/scholar?cites=13574301468594050780&as_sdt=2005&sciodt=0,5&hl=en",89,"2021-02-23 14:50:47","","","","",,,,,11,11.00,4,3,1,"… in a decision-theoretic analysis of maladaptive avoidance and a reinforcement learning model, which shows … The model also ties together a number of other seemingly disjoint phenomena … This perspective also extends previous computational accounts of beliefs about control in …"
11,"B Lin, D Bouneffouf, G Cecchi","Split Q learning: reinforcement learning with two-stream rewards",2019,"arXiv preprint arXiv:1906.12350","arxiv.org","https://arxiv.org/abs/1906.12350","https://scholar.google.com/scholar?cites=12406356167900221313&as_sdt=2005&sciodt=0,5&hl=en",90,"2021-02-23 14:50:47","","","","",,,,,11,5.50,4,3,2,"Split Q Learning: Reinforcement Learning with Two-Stream Rewards … our parametric framework can be viewed as a first step towards a unifying computational model captur- ing … 1 Introduction In order to better understand and model human decision- making behavior, scientists …"
253,"Y Niv, JA Edlund, P Dayan…","Neural prediction errors reveal a risk-sensitive reinforcement-learning process in the human brain",2012,"Journal of …","Soc Neuroscience","https://www.jneurosci.org/content/32/2/551.short","https://scholar.google.com/scholar?cites=13240181989250364567&as_sdt=2005&sciodt=0,5&hl=en",91,"2021-02-23 14:50:47","","","","",,,,,253,28.11,63,4,9,""
120,"KE Merrick, ML Maher","Motivated reinforcement learning: curious characters for multiuser games",2009,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=JaYOjNi7ZkkC&oi=fnd&pg=PP5&dq=%22reinforcement+learning%22+computational%7Cmodel+anxiety%7Cmood%7Cdepression&ots=jfIut_VFNy&sig=wRlhpxhuBNRTIDvlV5KVHrAFFH8","https://scholar.google.com/scholar?cites=2057970098017346439&as_sdt=2005&sciodt=0,5&hl=en",92,"2021-02-23 14:50:47","BOOK","","","",,,,,120,10.00,60,2,12,"… Motivated reinforcement learning combines computational models of motivation with advanced machine learning algorithms – to empower non-player characters to self- identify new tasks on which to focus their attention and learn about. The result is an agent model for non …"
139,"MA Farries, AL Fairhall","Reinforcement learning with modulated spike timing–dependent synaptic plasticity",2007,"Journal of neurophysiology","journals.physiology.org","https://journals.physiology.org/doi/abs/10.1152/jn.00364.2007","https://scholar.google.com/scholar?cites=2976611109382713111&as_sdt=2005&sciodt=0,5&hl=en",93,"2021-02-23 14:50:47","","","","",,,,,139,9.93,70,2,14,"… Journal Menu. Home; Issues; Collections; Information; About. ARTICLES. Reinforcement Learning With Modulated Spike Timing–Dependent Synaptic Plasticity. Michael A. Farries , and; Adrienne L. Fairhall. Michael A. Farries. Address …"
650,"PR Montague, RJ Dolan, KJ Friston, P Dayan","Computational psychiatry",2012,"Trends in cognitive sciences","Elsevier","https://www.sciencedirect.com/science/article/pii/S1364661311002518?casa_token=2FD8_0PXrRAAAAAA:7XPe8Xy9vk_p3m9mtBeKVS3XaTCvxlqCN1VxH7ljNXAZuPaw5zsu92ihz-xkF2kH4BCY2sHIWw","https://scholar.google.com/scholar?cites=10221791036889249283&as_sdt=2005&sciodt=0,5&hl=en",94,"2021-02-23 14:50:47","HTML","","","",,,,,650,72.22,163,4,9,"… This type of large-scale computational phenotyping of human behavior does not yet exist. Reinforcement learning (RL) models of mood disorders and anxiety. Box 1 notes three different, albeit interacting, control systems within the context of RL: model-based, model-free, and …"
91,"Z Wang, C Li, W Song, M Rao, D Belkin, Y Li, P Yan…","Reinforcement learning with analogue memristor arrays",2019,"Nature …","nature.com","https://idp.nature.com/authorize/casa?redirect_uri=https://www.nature.com/articles/s41928-019-0221-6&casa_token=3LuWTXX3NLYAAAAA:fUyd4KBQEVW-tNpLUXRiytWZaZVwTeQZoIv4VbCTIQ2p0QWWFXkE7Iej--VQ8mby4ciPuclscBlqJbYH","https://scholar.google.com/scholar?cites=12274821889078182060&as_sdt=2005&sciodt=0,5&hl=en",95,"2021-02-23 14:50:47","HTML","","","",,,,,91,45.50,11,8,2,"… of our approach in robust in situ training without the need for a model, we performed two classic control problems: the cart–pole and mountain car simulations. We also show that, compared with conventional digital systems in real-world reinforcement learning tasks, our hybrid …"
316,"J Garrison, B Erdeniz, J Done","Prediction error in reinforcement learning: a meta-analysis of neuroimaging studies",2013,"Neuroscience & Biobehavioral Reviews","Elsevier","https://www.sciencedirect.com/science/article/pii/S0149763413000833?casa_token=2i3oVoPEJHoAAAAA:bhRbLHj_hduFXtr2gDPyM47UoXENxEllPoOUuwgFpdLnXAgIxX0o4TPreoffvrbccP2qMGgxJg","https://scholar.google.com/scholar?cites=2422213890044374999&as_sdt=2005&sciodt=0,5&hl=en",96,"2021-02-23 14:50:47","HTML","","","",,,,,316,39.50,105,3,8,"… in the neuroscience literature and this is especially true for the human reinforcement learning literature where the … The most widely debated family of computational models come under the heading of the … There are various versions of the actor–critic model, but the general format …"
14,"L Zhang, L Lengersdorff, N Mikus…","Using reinforcement learning models in social neuroscience: frameworks, pitfalls and suggestions of best practices",2020,"Social cognitive and …","academic.oup.com","https://academic.oup.com/scan/article-abstract/15/6/695/5864690","https://scholar.google.com/scholar?cites=16970328512206914559&as_sdt=2005&sciodt=0,5&hl=en",97,"2021-02-23 14:50:47","","","","",,,,,14,14.00,4,4,1,"… Article Navigation. Using reinforcement learning models in social neuroscience: frameworks, pitfalls and suggestions of best practices. Lei Zhang, Lei Zhang. Neuropsychopharmacology and Biopsychology Unit. , Department …"
18,"K Carl Aberg, KC Doell, S Schwartz","Linking individual learning styles to approach-avoidance motivational traits and computational aspects of reinforcement learning",2016,"PloS one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0166675","https://scholar.google.com/scholar?cites=18292001208127524797&as_sdt=2005&sciodt=0,5&hl=en",98,"2021-02-23 14:50:47","HTML","","","",,,,,18,3.60,6,3,5,"… the aetiology of disorders characterized by the extreme expression of approach and avoidance behaviours (ie anxiety, depression, and addiction … Additionally, a classical reinforcement learning model was implemented to investigate the computational mechanisms mediating …"
72,"L Deserno, R Boehme, A Heinz…","Reinforcement learning and dopamine in schizophrenia: dimensions of symptoms or specific features of a disease group?",2013,"Frontiers in …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpsyt.2013.00172/full","https://scholar.google.com/scholar?cites=149303264182038479&as_sdt=2005&sciodt=0,5&hl=en",99,"2021-02-23 14:50:47","HTML","","","",,,,,72,9.00,18,4,8,"… A study by Schlagenhauf et al. (77) implemented detailed computational modeling of learning – ranging from standard … While the used Rescorla–Wagner-Models clearly provide a model-free account of reinforcement learning, the Double-Update- and the Hidden …"
51,"Y Liu, B Logan, N Liu, Z Xu, J Tang…","Deep reinforcement learning for dynamic treatment regimes on medical registry data",2017,"2017 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8031178/?casa_token=qsawS08FMHMAAAAA:-j80VsYvnDmWCJxvc6mNrasyCdrITujNiN9KYMV8-O21SR1D5UAgRyPZGobewTkPLTGckWqY","https://scholar.google.com/scholar?cites=16836692297620712765&as_sdt=2005&sciodt=0,5&hl=en",100,"2021-02-23 14:50:47","","","","",,,,,51,12.75,9,6,4,"… L. Ritz, and G. Niederehe, “Sequenced treatment alternatives to relieve depression (STAR*D … Y. Tassa, D. Silver, and D. Wierstra, “Continuous control with deep reinforcement learning,” arXiv preprint … and S. Venkatesh, “Deepcare: A deep dy- namic memory model for predictive …"
37,"M Sebold, DJ Schad, S Nebe, M Garbusow…","Don't think, just feel the music: individuals with strong Pavlovian-to-instrumental transfer effects rely less on model-based reinforcement learning",2016,"Journal of cognitive …","MIT Press","https://www.mitpressjournals.org/doi/abs/10.1162/jocn_a_00945","https://scholar.google.com/scholar?cites=5149776945920339676&as_sdt=2005&sciodt=0,5&hl=en",101,"2021-02-23 14:50:47","","","","",,,,,37,7.40,7,5,5,"… In MB reinforcement learning algorithms, the computation of values happens on the fly, integrating internal … Computational modeling was performed in Matlab 2012–2015 (versions 8.0–8.5) … trial was modeled as a Poisson distribution in a generalized linear mixed-effects model …"
23,"J Broekens, E Jacobs, CM Jonker","A reinforcement learning model of joy, distress, hope and fear",2015,"Connection Science","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/09540091.2015.1031081?casa_token=C6oe6JdfqxYAAAAA:9aoJm3E6Jlz79AwRN0AHtoH0x0M2u5GmQzd-v844bhA9FnRQTHlckyJf9ec1Oi8zsaYFQnySkey9","https://scholar.google.com/scholar?cites=16866539002477272236&as_sdt=2005&sciodt=0,5&hl=en",102,"2021-02-23 14:50:47","","","","",,,,,23,3.83,8,3,6,"… animals, then computationally studying the relation between emotion and reinforcement learning seems promising … of optimisation of exploration, different groups have shown that mood-like signals … We propose a computational model of joy, distress, hope, and fear instrumented …"
6,"A Lamba, MJ Frank, O FeldmanHall","Anxiety impedes adaptive social learning under uncertainty",2020,"Psychological science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0956797620910993?casa_token=sWIk8WnlmnMAAAAA:Y-kz_I238t9ruc36o7M-9k6VFvJm0h3TjOtRj8oBaTigGVoF2SpfKoYNqsJs1LR0Ys1BM9y4eMd_","https://scholar.google.com/scholar?cites=15562748926858408133&as_sdt=2005&sciodt=0,5&hl=en",103,"2021-02-23 14:50:47","","","","",,,,,6,6.00,2,3,1,"… Format, Tips on citation download. Download Citation. Download article citation data for: Anxiety Impedes Adaptive Social Learning Under Uncertainty. Amrita Lamba, Michael J. Frank, and Oriel FeldmanHall. Psychological Science 2020 31:5, 592-603. Download Citation …"
69,"EJ Lawrence, L Su, GJ Barker, N Medford, J Dalton…","Self-regulation of the anterior insula: Reinforcement learning using real-time fMRI neurofeedback",2014,"Neuroimage","Elsevier","https://www.sciencedirect.com/science/article/pii/S1053811913010951?casa_token=opSVJfN2SBgAAAAA:x-ufEKEUjFEopByS3eBXmHtUTQCJyb4q-mK-In8qiZF8t0edbt5aZnIabJ5ymteNT2cw8kfrFw","https://scholar.google.com/scholar?cites=3474583320825356482&as_sdt=2005&sciodt=0,5&hl=en",104,"2021-02-23 14:50:47","HTML","","","",,,,,69,9.86,12,6,7,"… The Beck Anxiety Inventory (BAI: Beck et al., 1988a), Beck Depression Inventory (BDI: Beck et al., 1988b), Cambridge Depersonalisation Scale (CDS: Sierra and Berrios, 2000), Frieburg Mindfulness Inventory (FMI: Walach et al … Analysis based on reinforcement learning model …"
69,"ND Daw, PN Tobler","Value learning through reinforcement: the basics of dopamine and reinforcement learning",2014,"Neuroeconomics","Elsevier","https://www.sciencedirect.com/science/article/pii/B9780124160088000152","https://scholar.google.com/scholar?cites=13892445066779541142&as_sdt=2005&sciodt=0,5&hl=en",105,"2021-02-23 14:50:47","","","","",,,,,69,9.86,35,2,7,"… We also present evidence that this computational and neurophysiological mechanism affects human … On this view, phasic dopamine signals would serve reinforcement learning whereas tonic … an understanding requires an extension of the Rescorla–Wagner model to include …"
62,"S Hong, O Hikosaka","Dopamine-mediated learning and switching in cortico-striatal circuit explain behavioral changes in reinforcement learning",2011,"Frontiers in behavioral neuroscience","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fnbeh.2011.00015/full","https://scholar.google.com/scholar?cites=2791289354056854044&as_sdt=2005&sciodt=0,5&hl=en",106,"2021-02-23 14:50:47","HTML","","","",,,,,62,6.20,31,2,10,"… Here we propose a computational model of reinforcement learning that uses … long-term potentiation (LTP) in the direct pathway, whereas a phasic decrease in DA release caused by a smaller-than-expected reward induces a cessation of long-term depression, leading to LTP …"
169,"RA Adams, QJM Huys, JP Roiser","Computational psychiatry: towards a mathematically informed understanding of mental illness",2016,"Journal of Neurology …","jnnp.bmj.com","https://jnnp.bmj.com/content/87/1/53.short","https://scholar.google.com/scholar?cites=16731835726305472050&as_sdt=2005&sciodt=0,5&hl=en",107,"2021-02-23 14:50:47","","","","",,,,,169,33.80,56,3,5,"Skip to main content. Viewing from: Google Indexer. BMJ Journals. Subscribe; Log In More Log in via Institution. Log in via OpenAthens. Log in using your username and password. For personal accounts OR managers of institutional …"
86,"M d'Acremont, ZL Lu, X Li, M Van der Linden…","Neural correlates of risk prediction error during reinforcement learning in humans",2009,"Neuroimage","Elsevier","https://www.sciencedirect.com/science/article/pii/S1053811909004819?casa_token=-mZx0eMvDZcAAAAA:W0lElqI0MlghEQQtf2gQnxLDfEvJ7zuR6wLs75BvWaxiN_mqlzhTKAihe9ao8fGVWh96sF6UkA","https://scholar.google.com/scholar?cites=9484958191330082040&as_sdt=2005&sciodt=0,5&hl=en",108,"2021-02-23 14:50:47","HTML","","","",,,,,86,7.17,17,5,12,"… Risk and reward prediction errors were calculated after each payoff based on a novel reinforcement learning model … Recently a new reinforcement learning model has been developed to estimate the outcome variance (Preushoff and Bossaerts, 2007) …"
9,"AGE Collins, J Cockburn","Beyond dichotomies in reinforcement learning",2020,"Nature Reviews Neuroscience","nature.com","https://idp.nature.com/authorize/casa?redirect_uri=https://www.nature.com/articles/s41583-020-0355-6&casa_token=gVG2e3steq0AAAAA:dGHnHpEKSANKoY5sZKHTSDmK_R35B5Obf6hi-UMk4HAns3w6_LgwQ1bKR-5eGkH_i_YbaB7i4KZn-eM-","https://scholar.google.com/scholar?cites=15169152978316472706&as_sdt=2005&sciodt=0,5&hl=en",109,"2021-02-23 14:50:47","HTML","","","",,,,,9,9.00,5,2,1,"Reinforcement learning (RL) is a framework of particular importance to psychology, neuroscience and machine learning. Interactions between these fields, as promoted through the common hub of RL, has facilitated paradigm shifts that relate multiple levels of analysis in a singular …"
126,"JA Taylor, RB Ivry","Cerebellar and prefrontal cortex contributions to adaptation, strategies, and reinforcement learning",2014,"Progress in brain research","Elsevier","https://www.sciencedirect.com/science/article/pii/B9780444633569000091?casa_token=XmUJe7YxEjEAAAAA:_WyaFzyL9GgiIfxKT456h1MSO8NhNKotquQjqT9UrIFaWMR5JPzMFDfvJUVo8M-ZeKo190P9Yg","https://scholar.google.com/scholar?cites=18425274233642535786&as_sdt=2005&sciodt=0,5&hl=en",110,"2021-02-23 14:50:47","HTML","","","",,,,,126,18.00,63,2,7,""
185,"MS Fee, JH Goldberg","A hypothesis for basal ganglia-dependent reinforcement learning in the songbird",2011,"Neuroscience","Elsevier","https://www.sciencedirect.com/science/article/pii/S0306452211011754?casa_token=pGEpz8FYhMgAAAAA:UCIvtCebUobix6GM0lenxa9lzU7wkJBUYd5ZAfbcTqwRx7V7HfaugpD3zf7O4ZNU-IgfTHpxEg","https://scholar.google.com/scholar?cites=15062334641918910915&as_sdt=2005&sciodt=0,5&hl=en",111,"2021-02-23 14:50:47","HTML","","","",,,,,185,18.50,93,2,10,"… Most of our motor skills are not innately programmed, but are learned by a combination of motor exploration and performance evaluation, suggesting that they proceed through a reinforcement learning (RL) mechanism. Songbirds have emerged as a model system to study how …"
19,"H Park, D Lee, J Chey","Stress enhances model-free reinforcement learning only after negative outcome",2017,"PLoS One","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0180588","https://scholar.google.com/scholar?cites=3334972319262381016&as_sdt=2005&sciodt=0,5&hl=en",112,"2021-02-23 14:50:47","HTML","","","",,,,,19,4.75,6,3,4,"… characterized the effect of stress on adaptive decision making, by providing participants with a changing environment where their choice behaviors were modeled in a computational framework of reinforcement learning. We found that stress facilitated the habitual, model-free …"
78,"W Dabney, Z Kurth-Nelson, N Uchida, CK Starkweather…","A distributional code for value in dopamine-based reinforcement learning",2020,"Nature","nature.com","https://www.nature.com/articles/s41586-019-1924-6?fbclid=IwAR3c1dLc9-puvMAGS2lURZygNEKpfhAyLChl2DDT_pJOf9rG3sWbFOKrZ8A","https://scholar.google.com/scholar?cites=15064353150904224818&as_sdt=2005&sciodt=0,5&hl=en",113,"2021-02-23 14:50:47","","","","",,,,,78,78.00,16,5,1,"… Specifically, we consider a computational framework referred to as distributional reinforcement learning 4,5,6 (Fig. 1a, b). Fig … b, In our proposed model, distributional TD, different channels have different relative scaling for positive (α + ) and negative (α − ) RPEs …"
12,"W Bao, X Liu","Multi-agent deep reinforcement learning for liquidation strategy analysis",2019,"arXiv preprint arXiv:1906.11046","arxiv.org","https://arxiv.org/abs/1906.11046","https://scholar.google.com/scholar?cites=14664594560691752873&as_sdt=2005&sciodt=0,5&hl=en",114,"2021-02-23 14:50:47","","","","",,,,,12,6.00,6,2,2,"… In this paper, we propose to use multi- agent deep reinforcement learning model, which better captures high-level complexities compar- ing to various machine learning methods, such that agents can learn how to make best selling decisions …"
214,"P Dayan, QJM Huys","Serotonin, inhibition, and negative mood",2008,"PLoS Comput Biol","journals.plos.org","https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.0040004","https://scholar.google.com/scholar?cites=3192025379891285658&as_sdt=2005&sciodt=0,5&hl=en",115,"2021-02-23 14:50:47","HTML","","","",,,,,214,16.46,107,2,13,"… Affiliations Gatsby Computational Neuroscience Unit, University College London, London, United Kingdom , Center for … of normal serotonin function in a highly simplified reinforcement learning model and show … may explain some of its complex roles in depression and anxiety …"
112,"N Frémaux, H Sprekeler, W Gerstner","Reinforcement learning using a continuous time actor-critic framework with spiking neurons",2013,"PLoS Comput Biol","journals.plos.org","https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1003024","https://scholar.google.com/scholar?cites=961035066331041001&as_sdt=2005&sciodt=0,5&hl=en",116,"2021-02-23 14:50:47","HTML","","","",,,,,112,14.00,37,3,8,"… for induction of long-term potentiation (LTP) and long-term depression (LTD) are … In this study, we propose a way to narrow the conceptual gap between reinforcement learning models and … reward-modulated STDP learning rules which enable a network of model spiking neurons …"
79,"R Bogacz, SM McClure, J Li, JD Cohen, PR Montague","Short-term memory traces for action bias in human reinforcement learning",2007,"Brain research","Elsevier","https://www.sciencedirect.com/science/article/pii/S000689930700666X?casa_token=7G3PCO3_XDgAAAAA:_ORahfK-idlemJVg0hawWEeMKDfYdfA9Ma__FRg7vRqBLZ2rCYQFA2kyHzAIJVo5FJzzeXZFww","https://scholar.google.com/scholar?cites=2120299711669720950&as_sdt=2005&sciodt=0,5&hl=en",117,"2021-02-23 14:50:47","HTML","","","",,,,,79,5.64,16,5,14,"… Kicks to short-term facilitation and depression terms were modeled to occur only after choice of the corresponding action … We have shown that a reinforcement learning model that incorporates a mechanism for ETs can account for human performance in the rising optimum task …"
61,"P Kumar, F Goer, L Murray, DG Dillon…","Impaired reward prediction error encoding and striatal-midbrain connectivity in depression",2018,"…","nature.com","https://www.nature.com/articles/s41386-018-0032-x","https://scholar.google.com/scholar?cites=3646959200997019297&as_sdt=2005&sciodt=0,5&hl=en",118,"2021-02-23 14:50:47","HTML","","","",,,,,61,20.33,12,5,3,"… Impaired reward prediction error encoding and striatal-midbrain connectivity in depression … In this context, MDD could be described as a reinforcement learning (RL) disorder … using functional magnetic resonance imaging (fMRI) in conjunction with computational modeling …"
40,"C Kaplanis, M Shanahan…","Continual reinforcement learning with complex synapses",2018,"… Conference on Machine …","proceedings.mlr.press","http://proceedings.mlr.press/v80/kaplanis18a.html","https://scholar.google.com/scholar?cites=9116708688187603044&as_sdt=2005&sciodt=0,5&hl=en",119,"2021-02-23 14:50:47","","","","",,,,,40,13.33,13,3,3,"Continual Reinforcement Learning with Complex Synapses … we show that by equipping tabular and deep reinforcement learn- ing agents with a synaptic model that incorporates this … One of the outstanding enigmas in computational neuro- science is how the brain is capable of …"
55,"Z Ning, K Zhang, X Wang, MS Obaidat…","Joint computing and caching in 5G-envisioned Internet of vehicles: A deep reinforcement learning-based traffic control system",2020,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8984310/?casa_token=eTqLjXK_IXkAAAAA:z4HgnVHFqbb55mqn-v8oZb4V2CY7SzdqMBM6m10Jqgns3xbv9B15oKnaBWhb9UkdpgYoLVWT","https://scholar.google.com/scholar?cites=8321507612862277691&as_sdt=2005&sciodt=0,5&hl=en",120,"2021-02-23 14:50:47","","","","",,,,,55,55.00,11,5,1,"… In addition, DRL combining DNN and Reinforcement Learning (RL) has been a promising tool to tackle … B. Computation Model If the computing task generated from user i needs to be han … dled on the MEC server j via computation offloading, which has computational capability Fj …"
16,"S Rupprechter, A Stankevicius, QJM Huys, JD Steele…","Major depression impairs the use of reward values for decision-making",2018,"Scientific reports","nature.com","https://www.nature.com/articles/s41598-018-31730-w","https://scholar.google.com/scholar?cites=14315351052371387133&as_sdt=2005&sciodt=0,5&hl=en",121,"2021-02-23 14:50:47","HTML","","","",,,,,16,5.33,3,5,3,"… Computational Modelling … for a fractal i are updated after observing an outcome r in trial t. The Bayesian model does not model learning on … First, we fitted variations of a family of reinforcement learning (RL) models that incorporate trial-by-trial prediction errors and a learning rate …"
51,"TV Maia, QJM Huys, MJ Frank","Theory-based computational psychiatry",2017,"Biological psychiatry","ski.cog.brown.edu","http://ski.cog.brown.edu/papers/MaiaHuysFrank_CP.pdf","https://scholar.google.com/scholar?cites=15416746062277583197&as_sdt=2005&sciodt=0,5&hl=en",122,"2021-02-23 14:50:47","PDF","","","",,,,,51,12.75,17,3,4,"… in this issue (16) and elsewhere (21), performance on even simple stimulus– response-like reinforcement learning tasks is strongly influ- enced by … An Introduction to Model-Based Cognitive Neuroscience … 3. Maia TV (2015): Introduction to the series on computational psychiatry …"
397,"KJ Friston, J Daunizeau, SJ Kiebel","Reinforcement learning or active inference?",2009,"PloS one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0006421","https://scholar.google.com/scholar?cites=10310511357381526364&as_sdt=2005&sciodt=0,5&hl=en",123,"2021-02-23 14:50:47","HTML","","","",,,,,397,33.08,132,3,12,"… the optimization of an agent's behaviour is formulated as maximizing value or expected reward or utility or [1]–[8]. This is seen in cognitive psychology, through the use of reinforcement learning models like the Rescorla-Wagner model [1]; in computational neuroscience and …"
21,"V Lomonaco, K Desai, E Culurciello…","Continual reinforcement learning in 3d non-stationary environments",2020,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPRW_2020/html/w15/Lomonaco_Continual_Reinforcement_Learning_in_3D_Non-Stationary_Environments_CVPRW_2020_paper.html","https://scholar.google.com/scholar?cites=12376589706931909479&as_sdt=2005&sciodt=0,5&hl=en",124,"2021-02-23 14:50:47","","","","",,,,,21,21.00,5,4,1,"… It is also worth noting that state-of-the-art reinforcement learning algorithms and current … on complex environments where physi- cal simulation constitute an heavy computational task per se … the problem becomes even harder since an exposition of the same model to sequential …"
42,"A Skatova, PA Chan, ND Daw","Extraversion differentiates between model-based and model-free strategies in a reinforcement learning task",2013,"Frontiers in Human Neuroscience","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fnhum.2013.00525/full","https://scholar.google.com/scholar?cites=3084816794458374847&as_sdt=2005&sciodt=0,5&hl=en",125,"2021-02-23 14:50:47","HTML","","","",,,,,42,5.25,14,3,8,"… However, although trait extraversion has been linked to improved reward learning, it is not yet known whether this relationship is selective for the particular computational strategy associated with error-driven learning, known as model-free reinforcement learning, vs …"
110,"E Vasilaki, N Frémaux, R Urbanczik, W Senn…","Spike-based reinforcement learning in continuous state and action space: when policy gradient methods fail",2009,"PLoS Comput …","journals.plos.org","https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1000586","https://scholar.google.com/scholar?cites=15274379594197890717&as_sdt=2005&sciodt=0,5&hl=en",126,"2021-02-23 14:50:47","HTML","","","",,,,,110,9.17,22,5,12,"… PLOS Computational Biology 5(12): 10.1371/annotation/307ea250-3792-4ceb-b905- 162d86c96baf … In this paper we present a network of model neurons, which communicate by … and their relation to unsupervised Hebbian models and classical reinforcement learning models …"
13,"AS Heller, CEC Ezie, AR Otto, KR Timpano","Model-based learning and individual differences in depression: The moderating role of stress",2018,"Behaviour research and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0005796718301426?casa_token=mDneR3T42uUAAAAA:p6-2ULHVe5VUZnnUf8CMhHbQUquYQ5rWWeSdpBtF9xUh6TTPEeVyeMPztLxA9H7d42QjiThrnA","https://scholar.google.com/scholar?cites=6143929136961775131&as_sdt=2005&sciodt=0,5&hl=en",127,"2021-02-23 14:50:47","HTML","","","",,,,,13,4.33,3,4,3,"… tasks have been developed that are inspired by computational theories of reinforcement-learning to capture … At the same time, this comes at a computational cost and accordingly places … been used extensively to assess and individuals' relative reliance on model-based versus …"
60,"K Amemori, LG Gibb, AM Graybiel","Shifting responsibly: the importance of striatal modularity to reinforcement learning in uncertain environments",2011,"Frontiers in human neuroscience","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fnhum.2011.00047/full","https://scholar.google.com/scholar?cites=8202243958178608435&as_sdt=2005&sciodt=0,5&hl=en",128,"2021-02-23 14:50:47","HTML","","","",,,,,60,6.00,20,3,10,"… Computational Models. Modular Reinforcement Learning Model. In order to identify the functional properties of modular RL and investigate the requirements to embody it in the nervous system, we first develop a simple modular RL model …"
26,"CH Wan, MC Hwang","Value-based deep reinforcement learning for adaptive isolated intersection signal control",2018,"IET Intelligent Transport Systems","IET","https://digital-library.theiet.org/content/journals/10.1049/iet-its.2018.5170","https://scholar.google.com/scholar?cites=8015057939592560905&as_sdt=2005&sciodt=0,5&hl=en",129,"2021-02-23 14:50:47","","","","",,,,,26,8.67,13,2,3,"… 3.1 Environment, state, action and reward The environment is a Markov process, and a reinforcement learning agent learns … The fairness is not taken into consideration in this model, but it really matters in … It also relates to drivers' mood: they never know how long they have to wait …"
