Include.exclude,Full text screened,Reason,Publication.Type,Authors_wos,Book.Authors,Book.Editors,Book.Group.Authors,Author.Full.Names,Book.Author.Full.Names,Group.Authors,Article.Title,Source.Title,Book.Series.Title,Book.Series.Subtitle,Language,Document.Type,Conference.Title,Conference.Date,Conference.Location,Conference.Sponsor,Conference.Host,Author.Keywords,Keywords.Plus,Abstract,Addresses,Reprint.Addresses,Email.Addresses,Researcher.Ids,ORCIDs,Funding.Orgs,Funding.Text,Cited.References,Cited.Reference.Count,Times.Cited..WoS.Core,Times.Cited..All.Databases,X180.Day.Usage.Count,Since.2013.Usage.Count,Publisher,Publisher.City,Publisher.Address,ISSN,eISSN,ISBN,Journal.Abbreviation,Journal.ISO.Abbreviation,Publication.Date,Publication.Year_wos,Volume,Issue,Part.Number,Supplement,Special.Issue,Meeting.Abstract,Start.Page,End.Page,Article.Number,DOI,Book.DOI,Early.Access.Date,Number.of.Pages,WoS.Categories,Research.Areas,IDS.Number,UT..Unique.WOS.ID.,Pubmed.Id,Open.Access.Designations,Highly.Cited.Status,Hot.Paper.Status,Date.of.Export,X,PMID,Authors_pubmed,Citation,First.Author,Journal.Book,Publication.Year_pubmed,Create.Date,PMCID,NIHMS.ID,ORN,VN,DB,SO,AU,PB,PT,FTURL,XL,OT,Authors,Year,Source,Publishergscholar,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOIgscholar
0,0,Review paper,NA,NA,NA,NA,NA,NA,NA,NA,Learning and choice in mood disorders: searching for the computational parameters of anhedonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OJ Robinson, HW Chase",2017,Computational Psychiatry,MIT Press,https://www.mitpressjournals.org/doi/abs/10.1162/CPSY_a_00009,"https://scholar.google.com/scholar?cites=3756192986545152849&as_sdt=2005&sciodt=0,5&hl=en",47,03/12/2020 13:53,,NA
0,0,Review paper,NA,NA,NA,NA,NA,NA,NA,NA,Deep reinforcement learning: An overview,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y Li,2017,arXiv preprint arXiv:1701.07274,arxiv.org,https://arxiv.org/abs/1701.07274,"https://scholar.google.com/scholar?cites=14769474351722042070&as_sdt=2005&sciodt=0,5&hl=en",51,03/12/2020 13:53,,NA
0,1,Modelling only,NA,NA,NA,NA,NA,NA,NA,NA,"An extended reinforcement learning model of basal ganglia to understand the contributions of serotonin and dopamine in risk-based decision making, reward …",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP Balasubramani, VS Chakravarthy…",2014,… in computational …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fncom.2014.00047/full,"https://scholar.google.com/scholar?cites=4775471399522454598&as_sdt=2005&sciodt=0,5&hl=en",59,03/12/2020 13:53,HTML,NA
0,1,Anxiety induction - not case/control,NA,NA,NA,NA,NA,NA,NA,NA,The elusive effects of incidental anxiety on reinforcement-learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC Ting, S Palminteri, M Lebreton, J Engelmann",2020,,psyarxiv.com,https://psyarxiv.com/7d4tc/,"https://scholar.google.com/scholar?cites=15293960127955088686&as_sdt=2005&sciodt=0,5&hl=en",69,03/12/2020 13:53,,NA
0,0,No clinical group - pharma manipulation,NA,NA,NA,NA,NA,NA,NA,NA,Single dose of a dopamine agonist impairs reinforcement learning in humans: behavioral evidence from a laboratory-based measure of reward …,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DA Pizzagalli, AE Evins, EC Schetter, MJ Frank…",2008,…,Springer,https://link.springer.com/article/10.1007/s00213-007-0957-y,"https://scholar.google.com/scholar?cites=7248130431237108063&as_sdt=2005&sciodt=0,5&hl=en",74,03/12/2020 13:53,HTML,NA
0,0,Modelling of fuel efficiency,NA,NA,NA,NA,NA,NA,NA,NA,Deep reinforcement learning enabled self-learning control for energy efficient driving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"X Qi, Y Luo, G Wu, K Boriboonsomsin…",2019,… Research Part C …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0968090X18318862,"https://scholar.google.com/scholar?cites=11034685488963356590&as_sdt=2005&sciodt=0,5&hl=en",78,03/12/2020 13:53,HTML,NA
0,0,Review paper,NA,NA,NA,NA,NA,NA,NA,NA,Holistic reinforcement learning: the role of structure and attention,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A Radulescu, Y Niv, I Ballard",2019,Trends in cognitive sciences,Elsevier,https://www.sciencedirect.com/science/article/pii/S1364661319300361,"https://scholar.google.com/scholar?cites=8139968797891480340&as_sdt=2005&sciodt=0,5&hl=en",82,03/12/2020 13:53,HTML,NA
0,0,Review paper,NA,NA,NA,NA,NA,NA,NA,NA,Does temporal discounting explain unhealthy behavior? A systematic review and reinforcement learning perspective,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G Story, I Vlaev, B Seymour, A Darzi…",2014,Frontiers in behavioral …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fnbeh.2014.00076/full,"https://scholar.google.com/scholar?cites=1964064948386435631&as_sdt=2005&sciodt=0,5&hl=en",85,03/12/2020 13:53,HTML,NA
0,0,In Parkinson's,NA,NA,NA,NA,NA,NA,NA,NA,Effects of dopamine on reinforcement learning and consolidation in Parkinson's disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JP Grogan, D Tsivos, L Smith, BE Knight, R Bogacz…",2017,Elife,elifesciences.org,https://elifesciences.org/articles/26801,"https://scholar.google.com/scholar?cites=3592933639305527330&as_sdt=2005&sciodt=0,5&hl=en",87,03/12/2020 13:53,HTML,NA
0,1,Stress induction,NA,NA,NA,NA,NA,NA,NA,NA,Stress enhances model-free reinforcement learning only after negative outcome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H Park, D Lee, J Chey",2017,PLoS One,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0180588,"https://scholar.google.com/scholar?cites=3334972319262381016&as_sdt=2005&sciodt=0,5&hl=en",88,03/12/2020 13:53,HTML,NA
0,0,Book of modeling,NA,NA,NA,NA,NA,NA,NA,NA,Motivated reinforcement learning: curious characters for multiuser games,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KE Merrick, ML Maher",2009,,books.google.com,https://books.google.com/books?hl=en&lr=&id=JaYOjNi7ZkkC&oi=fnd&pg=PP5&dq=%22reinforcement+learning%22+computational%7Cmodel+anxiety%7Cmood%7Cdepression&ots=jfHxs0NDMs&sig=a8mY5w_F1No-KgV4YrLgd6MMjU4,"https://scholar.google.com/scholar?cites=2057970098017346439&as_sdt=2005&sciodt=0,5&hl=en",89,03/12/2020 13:53,BOOK,NA
0,0,Meta-analysis,NA,NA,NA,NA,NA,NA,NA,NA,Reinforcement learning models and their neural correlates: An activation likelihood estimation meta-analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HW Chase, P Kumar, SB Eickhoff…",2015,"Cognitive, affective, & …",Springer,https://link.springer.com/article/10.3758/s13415-015-0338-7,"https://scholar.google.com/scholar?cites=10035671548738178870&as_sdt=2005&sciodt=0,5&hl=en",93,03/12/2020 13:53,HTML,NA
0,1,No clinical group,NA,NA,NA,NA,NA,NA,NA,NA,Parallel model-based and model-free reinforcement learning for card sorting performance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A Steinke, F Lange, B Kopp",2020,Scientific reports,nature.com,https://www.nature.com/articles/s41598-020-72407-7,"https://scholar.google.com/scholar?cites=854468557817469459&as_sdt=2005&sciodt=0,5&hl=en",94,03/12/2020 13:53,HTML,NA
0,0,ML/computer hardware,NA,NA,NA,NA,NA,NA,NA,NA,Reinforcement learning with analogue memristor arrays,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Z Wang, C Li, W Song, M Rao, D Belkin, Y Li, P Yan…",2019,Nature …,nature.com,https://www.nature.com/articles/s41928-019-0221-6,"https://scholar.google.com/scholar?cites=12274821889078182060&as_sdt=2005&sciodt=0,5&hl=en",97,03/12/2020 13:53,HTML,NA
0,1,No clinical group,NA,NA,NA,NA,NA,NA,NA,NA,Self-regulation of the anterior insula: Reinforcement learning using real-time fMRI neurofeedback,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EJ Lawrence, L Su, GJ Barker, N Medford, J Dalton…",2014,Neuroimage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811913010951,"https://scholar.google.com/scholar?cites=3474583320825356482&as_sdt=2005&sciodt=0,5&hl=en",102,03/12/2020 13:53,HTML,NA
0,0,Review chapter,NA,NA,NA,NA,NA,NA,NA,NA,Value learning through reinforcement: the basics of dopamine and reinforcement learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND Daw, PN Tobler",2014,Neuroeconomics,Elsevier,https://www.sciencedirect.com/science/article/pii/B9780124160088000152,"https://scholar.google.com/scholar?cites=13892445066779541142&as_sdt=2005&sciodt=0,5&hl=en",105,03/12/2020 13:53,,NA
0,0,Review chapter,NA,NA,NA,NA,NA,NA,NA,NA,"Cerebellar and prefrontal cortex contributions to adaptation, strategies, and reinforcement learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JA Taylor, RB Ivry",2014,Progress in brain research,Elsevier,https://www.sciencedirect.com/science/article/pii/B9780444633569000091,"https://scholar.google.com/scholar?cites=18425274233642535786&as_sdt=2005&sciodt=0,5&hl=en",106,03/12/2020 13:53,HTML,NA
0,0,Review paper,NA,NA,NA,NA,NA,NA,NA,NA,Beyond dichotomies in reinforcement learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AGE Collins, J Cockburn",2020,Nature Reviews Neuroscience,nature.com,https://www.nature.com/articles/s41583-020-0355-6,"https://scholar.google.com/scholar?cites=15169152978316472706&as_sdt=2005&sciodt=0,5&hl=en",111,03/12/2020 13:53,HTML,NA
0,0,Robots,NA,NA,NA,NA,NA,NA,NA,NA,A Reinforcement Learning Model for Robots as Teachers*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S Roy, C Crick, E Kieson…",2018,2018 27th IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8525563/,"https://scholar.google.com/scholar?cites=10410639106476245171&as_sdt=2005&sciodt=0,5&hl=en",114,03/12/2020 13:53,,NA
0,0,PhD thesis,NA,NA,NA,NA,NA,NA,NA,NA,Reinforcers and control: Towards a computational aetiology of depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QJM Huys,2007,,discovery.ucl.ac.uk,https://discovery.ucl.ac.uk/174043/1/Huys_thesis.pdf,"https://scholar.google.com/scholar?cites=6880323327307410529&as_sdt=2005&sciodt=0,5&hl=en",116,03/12/2020 13:53,BOOK,NA
0,1,Simulations,NA,NA,NA,NA,NA,NA,NA,NA,Moody Learners--Explaining Competitive Behaviour of Reinforcement Learning Agents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P Barros, A Tanevska, F Cruz, A Sciutti",2020,arXiv preprint arXiv:2007.16045,arxiv.org,https://arxiv.org/abs/2007.16045,"https://scholar.google.com/scholar?cites=9323643233750280833&as_sdt=2005&sciodt=0,5&hl=en",117,03/12/2020 13:53,,NA
0,0,Optimising medical treatments,NA,NA,NA,NA,NA,NA,NA,NA,Deep reinforcement learning for dynamic treatment regimes on medical registry data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y Liu, B Logan, N Liu, Z Xu, J Tang…",2017,2017 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8031178/,"https://scholar.google.com/scholar?cites=16836692297620712765&as_sdt=2005&sciodt=0,5&hl=en",118,03/12/2020 13:53,,NA
0,0,Selling stocks,NA,NA,NA,NA,NA,NA,NA,NA,Multi-agent deep reinforcement learning for liquidation strategy analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W Bao, X Liu",2019,arXiv preprint arXiv:1906.11046,arxiv.org,https://arxiv.org/abs/1906.11046,"https://scholar.google.com/scholar?cites=14664594560691752873&as_sdt=2005&sciodt=0,5&hl=en",122,03/12/2020 13:53,,NA
REPEAT ABOVE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Computational modelling reveals contrasting effects on reinforcement learning and cognitive flexibility in stimulant use disorder and obsessive-compulsive …,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JW Kanen, KD Ersche, NA Fineberg, TW Robbins…",2019,…,Springer,https://link.springer.com/article/10.1007/s00213-019-05325-w,"https://scholar.google.com/scholar?cites=14986116353593247002&as_sdt=2005&sciodt=0,5&hl=en",123,03/12/2020 13:53,HTML,NA
0,In adolescents,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frontoparietal network activity during model-based reinforcement learning updates is reduced among adolescents with severe sexual abuse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AM Letkiewicz, AL Cochran, JM Cisler",2020,Journal of psychiatric research,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022395620310670,,124,03/12/2020 13:53,HTML,NA
0,1,In rodents,NA,NA,NA,NA,NA,NA,NA,NA,A distributional code for value in dopamine-based reinforcement learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W Dabney, Z Kurth-Nelson, N Uchida, CK Starkweather…",2020,Nature,nature.com,https://www.nature.com/articles/s41586-019-1924-6?fbclid=IwAR3c1dLc9-puvMAGS2lURZygNEKpfhAyLChl2DDT_pJOf9rG3sWbFOKrZ8A,"https://scholar.google.com/scholar?cites=15064353150904224818&as_sdt=2005&sciodt=0,5&hl=en",129,03/12/2020 13:53,,NA
REPEAT ABOVE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Can mindfulness mechanistically target worry to improve sleep disturbances? Theory and study protocol for app-based anxiety program.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JA Brewer, A Roy, A Deluty, T Liu, EA Hoge",2020,Health Psychology,psycnet.apa.org,https://psycnet.apa.org/record/2020-60656-006,"https://scholar.google.com/scholar?cites=8644283669274005938&as_sdt=2005&sciodt=0,5&hl=en",131,03/12/2020 13:53,,NA
0,1,Simulations,NA,NA,NA,NA,NA,NA,NA,NA,"Anxiety, avoidance, and sequential evaluation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S Zorowitz, I Momennejad, ND Daw",2020,Computational Psychiatry,MIT Press,https://www.mitpressjournals.org/doi/abs/10.1162/cpsy_a_00026,"https://scholar.google.com/scholar?cites=13574301468594050780&as_sdt=2005&sciodt=0,5&hl=en",132,03/12/2020 13:53,,NA
0,1,Simulations,NA,NA,NA,NA,NA,NA,NA,NA,"A reinforcement learning model of joy, distress, hope and fear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J Broekens, E Jacobs, CM Jonker",2015,Connection Science,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/09540091.2015.1031081,"https://scholar.google.com/scholar?cites=16866539002477272236&as_sdt=2005&sciodt=0,5&hl=en",134,03/12/2020 13:53,,NA
0,1,No clinical group,NA,NA,NA,NA,NA,NA,NA,NA,Modeling choice and reaction time during arbitrary visuomotor learning through the coordination of adaptive working memory and reinforcement learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G Viejo, M Khamassi, A Brovelli…",2015,Frontiers in behavioral …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fnbeh.2015.00225/full,"https://scholar.google.com/scholar?cites=4992689070929864507&as_sdt=2005&sciodt=0,5&hl=en",135,03/12/2020 13:53,HTML,NA
