Include/exclude,Reason,Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,
,,J,"Huys, QJM; Dayan, P",,,,"Huys, Quentin J. M.; Dayan, Peter",,,A Bayesian formulation of behavioral control,COGNITION,,,,,,,,,,,,"Helplessness, a belief that the world is not subject to behavioral control, has long been central to our understanding of depression, and has influenced cognitive theories, animal models and behavioral treatments. However, despite its importance, there is no fully accepted definition of helplessness or behavioral control in psychology or psychiatry, and the formal treatments in engineering appear to capture only limited aspects of the intuitive concepts. Here, we formalize controllability in terms of characteristics of prior distributions over affectively charged environments. We explore the relevance of this notion of control to reinforcement learning methods of optimising behavior in such environments and consider how apparently maladaptive beliefs can result from normative inference processes. These results are discussed with reference to depression and animal models thereof. (C) 2009 Elsevier B.V. All rights reserved.",,,,,"Huys, Quentin/0000-0002-8999-574X; Dayan, Peter/0000-0003-3476-1839",,,,,,,,,,,,0010-0277,1873-7838,,,,DEC,2009,113,3,,,SI,,314,328,,10.1016/j.cognition.2009.01.008,,,,,,,WOS:000272363000005,19285311,,,,,
,,J,"Varvel, SA; Wise, LE; Lichtman, AH",,,,"Varvel, Stephen A.; Wise, Laura E.; Lichtman, Aron H.",,,Are CB1 Receptor Antagonists Nootropic or Cognitive Impairing Agents?,DRUG DEVELOPMENT RESEARCH,,,,,,,,,,,,"For more than a decade, a considerable amount of research has examined the effects of rimonabant (SR 141716) and other CB1 receptor antagonists in both in vivo and in vitro models of learning and memory. In addition to its utility in determining whether the effects of drugs are mediated though 3 CB, receptor mechanism of action, these antagonists are useful in providing insight into the physiological function of the endogeneous cannabinoid system. Several groups have reported that CB1 receptor antagonists enhance memory duration in I variety of spatial and operant paradigms, but not in all paradigms. Conversely, disruption of CB1 receptor signaling also impairs extinction learning in which the animal actively suppresses a learned response when reinforcement has been withheld. These extinction deficits occur in aversively motivated tasks, such as in fear conditioning or escape behavior in the Morris water maze task, but not in appetitively motivated tasks. Similarly, in electrophysiological models, CB1 receptor antagonists elicit a variety of effects, including enhancement of long-term potentiation (LTP), while disrupting long-term depression (LTD) and interfering with transient forms of plasticity, including depolarization-induced suppression of inhibition (DSI) and depolarization-induced Suppression of excitation (DSE). The collective results of the in vivo and in vitro studies employing CB1 receptor antagonists, demonstrate that these receptors play integral roles in different components of cognitive processing. Functionally, pharmacological blockade of CB1 receptors may strengthen memory duration, hut interferes with extinction of learned behaviors that are associated with traumatic or aversive memories. Drug Dev Res 70: 555-565, 2009. (C) 2009 Wiley-Liss, Inc.",,,,,,,,,,,,,,,,,0272-4391,,,,,DEC,2009,70,8,,,SI,,555,565,,10.1002/ddr.20334,,,,,,,WOS:000273330200003,20539824,,,,,
,,J,"Bullock, D; Tan, CO; John, YJ",,,,"Bullock, Daniel; Tan, Can Ozan; John, Yohan J.",,,"Computational perspectives on forebrain microcircuits implicated in reinforcement learning, action selection, and cognitive control",NEURAL NETWORKS,,,,,International Joint Conference on Neural Networks,"JUN 14-19, 2009","Atlanta, GA","Int Neural Network Soc, IEEE Computat Intelligence Soc",,,,"Abundant new information about signaling pathways in forebrain microcircuits presents many challenges, and opportunities for discovery, to computational neuroscientists who strive to bridge from microcircuits to flexible cognition and action. Accurate treatment of microcircuit pathways is especially critical for creating models that correctly predict the outcomes of candidate neurological therapies. Recent models are trying to specify how cortical circuits that enable planning and Voluntary actions interact with adaptive subcortical microcircuits in the basal ganglia. The basal ganglia are strongly implicated in reinforcement learning, and in all behavior and cognition over which the frontal lobes exert flexible control. The persisting role of the basal ganglia shows that ancient vertebrate designs for motivated action selection proved adaptable enough to support many modern behavioral innovations, including fluent generation of language and speech. This paper summarizes how recent models have incorporated realistic representations of microcircuit features, and have begun to trace their computational implications. Also summarized are recent empirical discoveries that provide guidance regarding how to formulate the rules for synaptic modification that govern learning in cortico-striatal pathways. Such efforts are contributing to an emerging synthesis based on an interlocking set of computational hypotheses regarding cortical interactions with basal ganglia and thalamic nuclei. These hypotheses specify how specialized microcircuits solve learning and control problems inherent to the brain's parallel design. (C) 2009 Elsevier Ltd. All rights reserved.",,,,"John, Yohan/AAJ-2514-2020; Tan, Can Ozan/E-2598-2016","Tan, Can Ozan/0000-0001-9673-9907",,,,,,,,,,,,0893-6080,1879-2782,,,,JUL-AUG,2009,22,5-6,,,SI,,757,765,,10.1016/j.neunet.2009.06.008,,,,,,,WOS:000269808300030,19592218,,,,,
,,J,"Pautassi, RM; Nizhnikov, ME; Spear, NE",,,,"Pautassi, Ricardo M.; Nizhnikov, Michael E.; Spear, Norman E.",,,"Assessing appetitive, aversive, and negative ethanol-mediated reinforcement through an immature rat model",NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,,,,,,,,,,,,"The motivational effects of drugs play a key role during the transition from casual use to abuse and dependence. Ethanol reinforcement has been successfully studied through Pavlovian and operant conditioning in adult rats and mice genetically selected for their ready acceptance of ethanol. Another model for studying ethanol reinforcement is the immature (preweanling) rat, which consumes ethanol and exhibits the capacity to process tactile, odor and taste cues and transfer information between different sensorial modalities. This review describes the motivational effects of ethanol in preweanling, heterogeneous non-selected rats. Preweanlings exhibit ethanol-mediated conditioned taste avoidance and conditioned place aversion. Ethanol's appetitive effects, however, are evident when using first- and second-order conditioning and operant procedures. Ethanol also devalues the motivational representation of aversive stimuli, suggesting early negative reinforcement. It seems that preweanlings; are highly sensitive not only to the aversive motivational effects of ethanol but also to its positive and negative (anti-anxiety) reinforcement potential. The review underscores the advantages of using a developing rat to evaluate alcohol's motivational effects. (C) 2009 Elsevier Ltd. All rights reserved.",,,,"Pautassi, Ricardo/G-7261-2018","Pautassi, Ricardo/0000-0003-1876-2321",,,,,,,,,,,,0149-7634,1873-7528,,,,JUN,2009,33,6,,,,,953,974,,10.1016/j.neubiorev.2009.03.008,,,,,,,WOS:000266145900013,19428502,,,,,
,,J,"Da Cunha, C; Wietzikoski, EC; Dombrowski, P; Bortolanza, M; Santos, LM; Boschen, SL; Miyoshi, E",,,,"Da Cunha, Claudio; Wietzikoski, Evellyn Claudia; Dombrowski, Patricia; Bortolanza, Mariza; Santos, Lucelia Mendes; Boschen, Suelen Lucio; Miyoshi, Edmar",,,Learning processing in the basal ganglia: A mosaic of broken mirrors,BEHAVIOURAL BRAIN RESEARCH,,,,,,,,,,,,"In the present review we propose a model to explain the role of the basal ganglia in sensorimotor and cognitive functions based on a growing body of behavioural, anatomical, physiological, and neurochemical evidence accumulated over the last decades. This model proposes that the body and its surrounding environment are represented in the striatum in a fragmented and repeated way, like a mosaic consisting of the fragmented images of broken mirrors. Each fragment forms a functional unit representing articulated parts of the body with motion properties, objects of the environment which the subject can approach or manipulate, and locations the subject can move to. These units integrate the sensory properties and movements related to them. The repeated and widespread distribution of such units amplifies the combinatorial power of the associations among them. These associations depend on the phasic release of dopamine in the striatum triggered by the saliency of stimuli and will be reinforced by the rewarding consequences of the actions related to them. Dopamine permits synaptic plasticity in the corticostriatal synapses. The striatal units encoding the same stimulus/action send convergent projections to the internal segment of the globus pallidus (GPi) and to the substantia nigra pars reticulata (SNr) that stimulate or hold the action through a thalamus-frontal cortex pathway. According to this model, this is how the basal ganglia select actions based on environmental stimuli and store adaptive associations as nondeclarative memories such as motor skills, habits, and memories formed by Pavlovian and instrumental conditioning. (C) 2008 Elsevier B.V. All rights reserved.",,,,"Bortolanza, Mariza/H-1350-2017; Miyoshi, Edmar/A-9279-2013; Boschen, Suelen/O-8906-2014; Wietzikoski, E.C./N-8166-2015; Da Cunha, Claudio/I-5272-2014; Da Cunha, Claudio/X-7903-2019","Bortolanza, Mariza/0000-0003-0574-7456; Boschen, Suelen/0000-0002-7694-920X; Da Cunha, Claudio/0000-0001-6920-8561; Da Cunha, Claudio/0000-0001-6920-8561; Lovato, Evellyn/0000-0002-8511-0086",,,,,,,,,,,,0166-4328,1872-7549,,,,APR 12,2009,199,1,,,SI,,157,170,,10.1016/j.bbr.2008.10.001,,,,,,,WOS:000265009800015,18977393,,,,,
,,J,"Huh, KH; Guzman, YF; Tronson, NC; Guedea, AL; Gao, C; Radulovic, J",,,,"Huh, Kyu Hwan; Guzman, Yomayra F.; Tronson, Natalie C.; Guedea, Anita L.; Gao, Can; Radulovic, Jelena",,,Hippocampal Erk mechanisms linking prediction error to fear extinction: Roles of shock expectancy and contextual aversive valence,LEARNING & MEMORY,,,,,,,,,,,,"Extinction of fear requires learning that anticipated aversive events no longer occur. Animal models reveal that sustained phosphorylation of the extracellular signal-regulated kinase (Erk) in hippocampal CA1 neurons plays an important role in this process. However, the key signals triggering and regulating the activity of Erk are not known. By varying the degree of expected and delivered aversive reinforcement, we demonstrate that Erk specifically responds to prediction errors of contextual aversive events. An increase of somatonuclear phospho-Erk (pErk) within principal CA1 neurons was observed only when the expectation of contextual foot shock was violated, but not when the context was consistently nonreinforced or reinforced by foot shock. The rate of error detection, Erk signaling, and fear extinction markedly depended on shock expectancy and the aversive valence of the context, as revealed by comparison of groups trained with single, continuous, or partial reinforcement. On the basis of these findings, the hippocampal Erk response to prediction errors of aversive outcome is proposed as a unique mechanism of fear extinction. Improving the detection and processing of these errors has the potential to attenuate fear responses in patients with anxiety disorders.",,,,,"Radulovic, Jelena/0000-0002-0268-2426; Guzman, Yomayra F./0000-0003-4802-8304; Tronson, Natalie/0000-0001-5676-1579",,,,,,,,,,,,1072-0502,1549-5485,,,,APR,2009,16,4,,,,,273,278,,10.1101/lm.1240109,,,,,,,WOS:000264517500007,19318469,,,,,
,,J,"Williams, J; Sagvolden, G; Taylor, E; Sagvolden, T",,,,"Williams, Jonathan; Sagvolden, Geir; Taylor, Eric; Sagvolden, Terje",,,"Dynamic behavioural changes in the Spontaneously Hyperactive Rat 1. Control by place, timing, and reinforcement rate",BEHAVIOURAL BRAIN RESEARCH,,,,,,,,,,,,"Several existing theoretical models of Attention Deficit Hyperactivity Disorder (ADHD) predict that a high or low learning rate contributes to some cases of ADHD; and that this is controlled by the dopamine signal. The Spontaneously Hypertensive (Hyperactive) Rat has an abnormal Dopamine Transporter (DAT), which is likely to be hypofunctional, thereby increasing the dopamine concentration and the learning rate. We therefore test the prediction that the SHR learns too fast. Using a variable interval reinforcement schedule, we looked for increased responding within each interval, at around the durations of the last three intervals. At the time predicted by the previous interval, SHR responded significantly (10%) more than their baseline rate, and control WKY rats similarly less than their baseline. At the time predicted by the second (and third) previous intervals, there were minor trends (and no change) in the same direction. In summary, at the times predicted, SHR respond more than control rats. The effect size is insufficient to account for all the differences from control rats, such as their nearly threefold greater operant responding. At the times when SHR increase responding, WKY suppress it. This demonstrates similar learning to the SHR but the opposite response, probably due to anxiety about the bang accompanying reinforcer delivery: WKY are known to have a very negative response to stress. Interval schedules with randomised interval lengths have considerable potential for assessing multiple causes of behaviour, particularly those acting over short timecourses. Alterations in learning rate are nota sufficient explanation for either SHR or ADHD difference from controls. (C) 2008 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,0166-4328,,,,,MAR 17,2009,198,2,,,,,273,282,,10.1016/j.bbr.2008.08.044,,,,,,,WOS:000264309800002,18824036,,,,,
,,J,"Williams, J; Sagvolden, G; Taylor, E; Sagvolden, T",,,,"Williams, Jonathan; Sagvolden, Geir; Taylor, Eric; Sagvolden, Terje",,,Dynamic behavioural changes in the Spontaneously Hyperactive Rat 2 Control by novelty,BEHAVIOURAL BRAIN RESEARCH,,,,,,,,,,,,"An important aspect of attention deficit hyperactivity disorder (ADHD) is its temporary amelioration by novelty and by stimulant medication. Extant learning-based accounts of ADHD are unable to account for the temporary amelioration effect. One possible mechanism is a drive for novelty. Computational simulations have previously shown that such a drive can result from a dopamine appetite. Empirical demonstration of such a process requires, as a first step, the development of standard criteria for identifying drive-based, versus learning-based, changes in behaviour. Using a variable-interval reinforcement schedule, we looked over a range of timescales for behavioural changes showing putative characteristics of drives, namely: low information content, unidirectionality, saturability, spontaneous reversibility in less than a day, and cycle stability. SHR lacks normal down-regulation of responding when the schedule becomes sparser. SHR appears to be re-learning the schedule length during the days of each calendar week. SHR hyperactivity is specific to the operant and develops gradually over the first five minutes of each session. Empirical within-session results were replicated by a simple simulation containing two interacting reward systems, one for water and the other for stimulation (including novelty), To summarise, enhanced sensation-seeking (or a subtype of it, novelty-seeldng) provides the best available account of changes in SHR activity within sessions, though not of changes over longer timecourses. Sensation-seeking appears to be associated with low anxiety in the SHR. SHR propensity to display multiple influences on their behaviour makes them ideal for further pharmacological, genetic, and behavioural investigation. (C) 2008 Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,0166-4328,1872-7549,,,,MAR 17,2009,198,2,,,,,283,290,,10.1016/j.bbr.2008.08.045,,,,,,,WOS:000264309800003,18824039,,,,,
,,J,"Smillie, LD",,,,"Smillie, Luke D.",,,What is reinforcement sensitivity? Neuroscience paradigms for approach-avoidance process theories of personality,EUROPEAN JOURNAL OF PERSONALITY,,,,,,,,,,,,"Reinforcement sensitivity is a concept proposed by Gray (1973) to describe the biological antecedents of personality, and has become the common mechanism among a family of personality theories concerning approach and avoidance processes. These theories suggest that 2-3 biobehavioural systems mediate the effects of reward and punishment on emotion and motivation, and that individual differences in the functioning of these systems manifest as personality identifying paradigms for operationalising reinforcement sensitivity is therefore critical for testing and developing these theories, and evaluating their footprint in personality space. In this paper I suggest that, while traditional self-report paradigms in personality psychology may be less-than-ideal for this purpose, neuroscience paradigms may offer operations of reinforcement sensitivity at multiple levels of approach and avoidance processes. After brief reflection on the use of such methods in animal models-which first spawned the concept of reinforcement sensitivity-recent developments in four domains of neuroscience are reviewed. These are psychogenomics, psychopharmacology, neuroimaging and category-learning. By exploring these paradigms as potential operations of reinforcement sensitivity we may enrich our understanding of the putative biobehavioural bases of personality. Copyright (C) 2008 John Wiley & Sons, Ltd.",,,,,"Smillie, Luke/0000-0001-5148-8358",,,,,,,,,,,,0890-2070,1099-0984,,,,AUG,2008,22,5,,,,,359,384,,10.1002/per.674,,,,,,,WOS:000258884300002,,,,,,
,,J,"Pizzagalli, DA; Goetz, E; Ostacher, M; Iosifescu, DV; Perlis, RH",,,,"Pizzagalli, Diego A.; Goetz, Elena; Ostacher, Michael; Iosifescu, Dan V.; Perlis, Roy H.",,,Euthymic patients with bipolar disorder show decreased reward learning in a probabilistic reward task,BIOLOGICAL PSYCHIATRY,,,,,,,,,,,,"Background: Bipolar disorder (BPD) features cycling mood states ranging from depression to mania with intermittent phases of euthymia. Bipolar disorder subjects often show excessive goal-directed and pleasure-seeking behavior during manic episodes and reduced hedonic capacity during depressive episodes, indicating that BPD might involve altered reward processing. Our goal was to test the hypothesis that BPD is characterized by impairments in adjusting behavior as a function of prior reinforcement history, particularly in the presence of residual anhedonic symptoms. Methods: Eighteen medicated BPD subjects and 25 demographically matched comparison subjects performed a probabilistic reward task. To identify putative dysfunctions in reward processing irrespective of mood state, primary analyses focused on euthymic BPD subjects (n = 13). With signal-detection methodologies, response bias toward a more frequently rewarded stimulus was used to objectively assess the participants' propensity to modulate behavior as a function of reinforcement history. Results: Relative to comparison subjects, euthymic BPD subjects showed a reduced and delayed acquisition of response bias toward the more frequently rewarded stimulus, which was partially due to increased sensitivity to single rewards of the disadvantageous stimulus. Analyses considering the entire BPD sample revealed that reduced reward learning correlated with self-reported anhedonic symptoms, even after adjusting for residual manic and anxious symptoms and general distress. Conclusions: The present study provides preliminary evidence indicating that BPD, even during euthymic states, is characterized by dysfunctional reward learning in situations requiring integration of reinforcement information over time and thus offers initial insights about the potential source of dysfunctional reward processing in this disorder.",,,,"Iosifescu, Dan/L-3305-2019; Pizzagalli, Diego A./Z-1595-2019","Iosifescu, Dan/0000-0002-2512-2835; Ostacher, Michael/0000-0003-0353-7535",,,,,,,,,,,,0006-3223,1873-2402,,,,JUL 15,2008,64,2,,,,,162,168,,10.1016/j.biopsych.2007.12.001,,,,,,,WOS:000257187700011,18242583,,,,,
,,J,"Morrison, A; Diesmann, M; Gerstner, W",,,,"Morrison, Abigail; Diesmann, Markus; Gerstner, Wulfram",,,Phenomenological models of synaptic plasticity based on spike timing,BIOLOGICAL CYBERNETICS,,,,,Workshop on Synaptic Plasticity,"JUN, 2006","Lausanne, SWITZERLAND",FACETS,,,,"Synaptic plasticity is considered to be the biological substrate of learning and memory. In this document we review phenomenological models of short-term and long-term synaptic plasticity, in particular spike-timing dependent plasticity (STDP). The aim of the document is to provide a framework for classifying and evaluating different models of plasticity. We focus on phenomenological synaptic models that are compatible with integrate-and-fire type neuron models where each neuron is described by a small number of variables. This implies that synaptic update rules for short-term or long-term plasticity can only depend on spike timing and, potentially, on membrane potential, as well as on the value of the synaptic weight, or on low-pass filtered (temporally averaged) versions of the above variables. We examine the ability of the models to account for experimental data and to fulfill expectations derived from theoretical considerations. We further discuss their relations to teacher-based rules (supervised learning) and reward-based rules (reinforcement learning). All models discussed in this paper are suitable for large-scale network simulations.",,,,"Diesmann, Markus/H-3722-2013; Morrison, Abigail/H-9996-2013","Diesmann, Markus/0000-0002-2308-5727; Morrison, Abigail/0000-0001-6933-797X",,,,,,,,,,,,0340-1200,1432-0770,,,,JUN,2008,98,6,,,,,459,478,,10.1007/s00422-008-0233-1,,,,,,,WOS:000256079900003,18491160,,,,,
,,J,"Makhracheva-Stepochkina, D; Frey, S; Frey, JU; Korz, V",,,,"Makhracheva-Stepochkina, Darya; Frey, Sabine; Frey, Julietta U.; Korz, Volker",,,Spatial learning in the holeboard impairs an early phase of long-term potentiation in the rat hippocampal CAI-region,NEUROBIOLOGY OF LEARNING AND MEMORY,,,,,,,,,,,,"Long-term potentiation (LTP) and depression (LTD) are considered as cellular models for learning and memory. We studied the impact of holeboard training on UP in the rat CAI hippocampal region. In 7-week-old Wistar rats a recording electrode was chronically implanted into the hippocarnpal pyramidal cell layer of the CAI of the right hemisphere and a stimulation electrode into the contralateral CA3 region. Two groups of animals received a spatial holeboard training of 10 or 15 trials over 2 days on a fixed pattern of baited holes. The last trial was performed 15 min after a primed burst stimulation of the contralateral CA3, which resulted in LTP in the ipsilateral CAI. A pseudo-trained group that received a 10 trial training with changing patterns of baited holes after each trial and a group that remained in the recording chambers during the experiments served as controls. Experimental rats significantly improved their spatial performance with increasing numbers of trials, indicated by decreasing times to pick up all food pellets and by decreasing numbers of reference memory errors. A learning-related impairment of CAI-LTP measured in both the population-spike amplitude as well as the fEPSP could be noted. These results show that specific (pattern-training), but not unspecific (pseudo-training) spatial information processing prior to electrical stimulation can severely affect LTP in hippocampal area CAI. (C) 2007 Elsevier Inc. All rights reserved.",,,,,,,,,,,,,,,,,1074-7427,1095-9564,,,,MAY,2008,89,4,,,,,545,551,,10.1016/j.nlm.2007.11.003,,,,,,,WOS:000255814500019,18226560,,,,,
,,J,"Ponzi, A",,,,"Ponzi, Adam",,,"Dynamical model of salience gated working memory, action selection and reinforcement based on basal ganglia and dopamine feedback",NEURAL NETWORKS,,,,,International Joint Conference on Neural Networks,"AUG 12-17, 2007","Orlando, FL",IEEE,,,,"A simple working memory model based on recurrent network activation is proposed and its application to selection and reinforcement of an action is demonstrated as a solution to the temporal credit assignment problem. Reactivation of recent salient cue states is generated and maintained as a type of salience gated recurrently active working memory, while lower salience distractors are ignored. Cue reactivation during the action selection period allows the cue to select an action while its reactivation at the reward period allows the reinforcement of the action selected by the reactivated state, which is necessarily the action which led to the reward being found. A down-gating of the external input during the reactivation and maintenance prevents interference. A double winner-take-all system which selects only one cue and only one action allows the targeting of the cue-action allocation to be modified. This targeting works both to reinforce a correct cue-action allocation and to punish the allocation when cue-action allocations change. Here we suggest a firing rate neural network implementation of this system based on the basal ganglia anatomy with input from a cortical association layer where reactivations are generated by signals from the thalamus. Striatum medium spiny neurons represent actions. Auto-catalytic feedback from a dopamine reward signal modulates three-way Hebbian long term potentiation and depression at the cortical-striatal synapses which represent the cue-action associations. The model is illustrated by the numerical simulations of a simple example - that of associating a cue signal to a correct action to obtain reward after a delay period, typical of primate cue reward tasks. Through learning. the model shows a transition from an exploratory phase where actions are generated randomly, to a stable directed phase where the animal always chooses the Correct action for each experienced state. When cue-action allocations change, we show that this is noticed by the model, the incorrect cue-action allocations are punished and the correct ones discovered. (c) 2008 Published by Elsevier Ltd.",,,,,,,,,,,,,,,,,0893-6080,1879-2782,,,,MAR-APR,2008,21,2-3,,,,,322,330,,10.1016/j.neunet.2007.12.040,,,,,,,WOS:000255238800023,18280108,,,,,
,,J,"Dayan, P; Huys, QJM",,,,"Dayan, Peter; Huys, Quentin J. M.",,,"Serotonin, inhibition, and negative mood",PLOS COMPUTATIONAL BIOLOGY,,,,,,,,,,,,"Pavlovian predictions of future aversive outcomes lead to behavioral inhibition, suppression, and withdrawal. There is considerable evidence for the involvement of serotonin in both the learning of these predictions and the inhibitory consequences that ensue, although less for a causal relationship between the two. In the context of a highly simplified model of chains of affectively charged thoughts, we interpret the combined effects of serotonin in terms of pruning a tree of possible decisions, (i.e., eliminating those choices that have low or negative expected outcomes). We show how a drop in behavioral inhibition, putatively resulting from an experimentally or psychiatrically influenced drop in serotonin, could result in unexpectedly large negative prediction errors and a significant aversive shift in reinforcement statistics. We suggest an interpretation of this finding that helps dissolve the apparent contradiction between the fact that inhibition of serotonin reuptake is the first-line treatment of depression, although serotonin itself is most strongly linked with aversive rather than appetitive outcomes and predictions.",,,,,"Dayan, Peter/0000-0003-3476-1839; Huys, Quentin/0000-0002-8999-574X",,,,,,,,,,,,1553-734X,1553-7358,,,,FEB,2008,4,2,,,,,,,e4,10.1371/journal.pcbi.0040004,,,,,,,WOS:000255407800031,18248087,,,,,
,,B,"Jasso, H; Triesch, J; Deak, G",,,IEEE,"Jasso, Hector; Triesch, Jochen; Deak, Gedeon",,,A Reinforcement Learning Model of Social Referencing,2008 IEEE 7TH INTERNATIONAL CONFERENCE ON DEVELOPMENT AND LEARNING,IEEE International Conference on Development and Learning,,,,7th IEEE International Conference on Development and Learning,"AUG 09-12, 2008","Monterey, CA",IEEE,,,,"We present a novel computational model of social referencing. The model replicates a classic social referencing experiment where an infant is presented with a novel object and has the choice of consulting an adult's informative facial expression before reacting to the object. The infant model learns the value of consulting the adult's facial expression using the temporal difference learning algorithm. The model is used to make hypotheses about the reason for a lack of social referencing found in autistic individuals, based on an aversion to faces. Comparisons are made between this reinforcement learning model and a previous model based on mood contagion.",,,,,"Deak, Gedeon/0000-0001-8656-8796",,,,,,,,,,,,,,978-1-4244-2661-4,,,,2008,,,,,,,286,+,,10.1109/DEVLRN.2008.4640844,,,,,,,WOS:000265407300049,,,,,,
,,J,"Topic, B; Oitzl, MS; Meijer, OC; Huston, JP; Silva, MAD",,,,"Topic, Bianca; Oitzl, Melly S.; Meijer, Onno C.; Huston, Joseph P.; Silva, Maria A. de Souza",,,Differential Susceptibility to Extinction-Induced Despair and Age-Dependent Alterations in the Hypothalamic-Pituitary-Adrenal Axis and Neurochemical Parameters,NEUROPSYCHOBIOLOGY,,,,,,,,,,,,"Clinical studies point to structural differences in the neurobiological mechanisms underlying early versus late onset of depression. However, studies examining the neuropathology of depressive-like behavior induced in the aged rodent are sparse. Extinction of learned behavior induces behavioral 'despair', and is held to provide a conceptual and empirical model of human depression resulting from the withdrawal of reinforcement. We tested whether the neuro-endocrinological and chemical concomitants of susceptibility to extinction-induced despair in aged animals differed from adult ones. Following the withholding of reinforcement (extinction of escape from a water maze), a number of aged and adult rats are prone to develop depressive-like behavior, i.e. immobility. Analysis of hypothalamus-pituitary-adrenal (HPA) axis markers revealed an increase in the mineralocorticoid/glucocorticoid receptor (MR/GR) mRNA ratio in the CA1 region of the hippo campus in aged and adult despair animals; however, in dependence on age, divergent changes contributed to the enhanced ratio. While aged despair rats had less GR mRNA, adult despair rats had more MR mRNA. Furthermore, age- and despair-related interactions with hippocampal and cortical steroid receptor co-activators and neurotransmitter contents in diverse brain areas were found. For instance, adult despair rats had an increased, and aged despair rats a decreased, DOPAC/dopamine turnover compared to the respective non-despair group. These results show that neurobiological underpinnings of depression in the aged differ from those of adults, and underline the importance of investigating age-related alterations in HPA axis dynamics in conjunction with neurotransmitter systems to advance our knowledge about neuronal mechanisms of late-life and/or late-onset depression. Copyright (c) 2008 S. Karger AG, Basel",,,,"de Souza Silva, Maria Angelica/P-4034-2015; Huston, Joseph P/C-8986-2009; meijer, onno c/D-8070-2018","meijer, onno c/0000-0002-8394-6859",,,,,,,,,,,,0302-282X,1423-0224,,,,,2008,58,3-4,,,,,138,153,,10.1159/000182890,,,,,,,WOS:000263747600005,19088491,,,,,
,,J,"Acheson, DT; Forsyth, JP; Prenoveau, JM; Bouton, ME",,,,"Acheson, Dean T.; Forsyth, John P.; Prenoveau, Jason M.; Bouton, Mark E.",,,Interoceptive fear conditioning as a learning model of panic disorder: An experimental evaluation using 20% CO2-enriched air in a non-clinical sample,BEHAVIOUR RESEARCH AND THERAPY,,,,,39th Annual Meeting of the Association-for-Behavioral-and-Cognitive-Therapies,"NOV, 2005","Washington, DC",Assoc Behav & Cognit Therapies,,,,"Despite the role afforded interoceptive fear conditioning in etiologic accounts of panic disorder, there are no good experimental demonstrations of such learning in humans. The aim of the present study was to evaluate the interoceptive conditioning account using 20% carbon dioxide (CO2)-enriched air as an interoceptive conditioned stimulus (CS) (i.e., physiologically inert 5-s exposures) and unconditioned stimulus (US) (i.e., physiologically prepotent 15-s exposures). Healthy participants (N = 42) were randomly assigned to one of three conditions: a CS-only, contingent CS-US pairings, or unpaired/non-contingent CS and US presentations. Electrodermal and self-report (e.g., distress, fear) served as indices of conditioned emotional responding. Results showed greater magnitude electrodermal and evaluative fear conditioning in the paired relative to the CS-only condition. The explicitly impaired condition showed even greater electrodermal and evaluative responding during acquisition, and marked resistance to extinction. The latter results are consistent with the possibility that the unpaired procedure constituted a partial reinforcement procedure in which CO, onset was paired with more extended M exposure on 50% of the trials. Overall, the findings are consistent with contemporary learning theory accounts of panic. (C) 2007 Elsevier Ltd. All rights reserved.",,,,"Prenoveau, Jason/N-2097-2019","Bouton, Mark/0000-0001-6601-2977",,,,,,,,,,,,0005-7967,1873-622X,,,,OCT,2007,45,10,,,,,2280,2294,,10.1016/j.brat.2007.04.008,,,,,,,WOS:000250038600003,17548049,,,,,
,,J,"Fisak, B; Grills-Taquechel, AE",,,,"Fisak, Brian, Jr.; Grills-Taquechel, Amie E.",,,"Parental modeling, reinforcement, and information transfer: Risk factors in the development of child anxiety?",CLINICAL CHILD AND FAMILY PSYCHOLOGY REVIEW,,,,,,,,,,,,"The purpose of this article is to provide a comprehensive review and a conceptual integration of research examining the potential role of learning from parents in the development of child anxiety. Specifically, research in this area is discussed within the framework of three specific mechanisms: parental modeling, information transfer, and parental reinforcement of anxious/avoidant behavior. Implications of the research in this area are discussed, as well as limitations and directions for future research.",,,,,,,,,,,,,,,,,1096-4037,1573-2827,,,,SEP,2007,10,3,,,,,213,231,,10.1007/s10567-007-0020-x,,,,,,,WOS:000249968400003,17487582,,,,,
